Cruise,Station Name,Date,Month,Parameter,Result,Units
WQJUL19,C1,7/2/2019,JUL,CHLA,7.1,ppb
WQJUL19,E1,7/2/2019,JUL,CHLA,5,ppb
WQJUL19,F3,7/3/2019,JUL,CHLA,4.3,ppb
WQJUL19,F2,7/3/2019,JUL,CHLA,3.8,ppb
WQJUL19,15,7/3/2019,JUL,CHLA,5.8,ppb
HYJUL19,09,7/15/2019,JUL,CHLA,5.3,ppb
HYJUL19,B3,7/15/2019,JUL,CHLA,15.7,ppb
HYJUL19,C1,7/15/2019,JUL,CHLA,17.5,ppb
HYJUL19,D3,7/15/2019,JUL,CHLA,9.5,ppb
HYJUL19,A4,7/15/2019,JUL,CHLA,16.5,ppb
HYJUL19,C2,7/15/2019,JUL,CHLA,12.4,ppb
HYJUL19,15,7/16/2019,JUL,CHLA,6.1,ppb
HYJUL19,H6,7/16/2019,JUL,CHLA,3.7,ppb
HYJUL19,F3,7/16/2019,JUL,CHLA,3.4,ppb
HYJUL19,F2,7/16/2019,JUL,CHLA,4.4,ppb
HYJUL19,E1,7/16/2019,JUL,CHLA,4.4,ppb
HYJUL19,I2,7/17/2019,JUL,CHLA,3.1,ppb
HYJUL19,J2,7/17/2019,JUL,CHLA,5.2,ppb
HYJUL19,H4,7/17/2019,JUL,CHLA,2.7,ppb
HYJUL19,H2,7/17/2019,JUL,CHLA,3.8,ppb
WQJUL20,M3,7/6/2020,JUL,CHLA,2.1,ppb
WQJUL20,K2,7/6/2020,JUL,CHLA,2.8,ppb
WQJUL20,J2,7/6/2020,JUL,CHLA,2.5,ppb
WQJUL20,H2,7/6/2020,JUL,CHLA,1.3,ppb
WQJUL20,I2,7/6/2020,JUL,CHLA,2.8,ppb
WQJUL20,A4,7/7/2020,JUL,CHLA,20.6,ppb
WQJUL20,B3,7/7/2020,JUL,CHLA,12.9,ppb
WQJUL20,D3,7/7/2020,JUL,CHLA,7.2,ppb
WQJUL20,C2,7/7/2020,JUL,CHLA,9,ppb
WQJUL20,C1,7/7/2020,JUL,CHLA,6.1,ppb
WQJUL20,09,7/7/2020,JUL,CHLA,3.8,ppb
WQJUL20,F2,7/8/2020,JUL,CHLA,3.7,ppb
WQJUL20,E1,7/8/2020,JUL,CHLA,9.6,ppb
WQJUL20,15,7/8/2020,JUL,CHLA,7.1,ppb
WQJUL20,F3,7/8/2020,JUL,CHLA,2.8,ppb
WQJUL20,H4,7/8/2020,JUL,CHLA,5.9,ppb
WQJUL20,H6,7/8/2020,JUL,CHLA,8.7,ppb
HYJUL20,B3,7/20/2020,JUL,CHLA,9.7,ppb
HYJUL20,D3,7/20/2020,JUL,CHLA,5.9,ppb
HYJUL20,C1,7/20/2020,JUL,CHLA,6.6,ppb
HYJUL20,A4,7/20/2020,JUL,CHLA,8.7,ppb
HYJUL20,09,7/20/2020,JUL,CHLA,5.9,ppb
HYJUL20,C2,7/20/2020,JUL,CHLA,8.1,ppb
HYJUL20,F2,7/21/2020,JUL,CHLA,3.4,ppb
HYJUL20,H6,7/21/2020,JUL,CHLA,3.8,ppb
HYJUL20,F3,7/21/2020,JUL,CHLA,2.7,ppb
HYJUL20,H4,7/21/2020,JUL,CHLA,2.7,ppb
HYJUL20,E1,7/21/2020,JUL,CHLA,3.9,ppb
HYJUL20,15,7/21/2020,JUL,CHLA,5.5,ppb
HYJUL20,H2,7/22/2020,JUL,CHLA,3.3,ppb
HYJUL20,I2,7/22/2020,JUL,CHLA,5.3,ppb
WQJUL21,J2,7/6/2021,JUL,CHLA,2.9,ppb
WQJUL21,M3,7/6/2021,JUL,CHLA,2.1,ppb
WQJUL21,I2,7/6/2021,JUL,CHLA,2.3,ppb
WQJUL21,H2,7/6/2021,JUL,CHLA,2.2,ppb
WQJUL21,K2,7/6/2021,JUL,CHLA,2.7,ppb
WQJUL21,C2,7/8/2021,JUL,CHLA,5.4,ppb
WQJUL21,09,7/8/2021,JUL,CHLA,2.6,ppb
WQJUL21,C1,7/8/2021,JUL,CHLA,3.9,ppb
WQJUL21,A4,7/8/2021,JUL,CHLA,17,ppb
WQJUL21,B3,7/8/2021,JUL,CHLA,12.3,ppb
WQJUL21,H6,7/12/2021,JUL,CHLA,3.3,ppb
WQJUL21,15,7/12/2021,JUL,CHLA,3.6,ppb
WQJUL21,H4,7/12/2021,JUL,CHLA,2.6,ppb
WQJUL21,F3,7/12/2021,JUL,CHLA,4.6,ppb
WQJUL21,E1,7/12/2021,JUL,CHLA,4.8,ppb
WQJUL21,D3,7/12/2021,JUL,CHLA,7.3,ppb
WQJUL21,F2,7/12/2021,JUL,CHLA,3.3,ppb
HYJUL21,C2,7/19/2021,JUL,CHLA,9,ppb
HYJUL21,D3,7/19/2021,JUL,CHLA,8,ppb
HYJUL21,C1,7/19/2021,JUL,CHLA,12.6,ppb
HYJUL21,B3,7/19/2021,JUL,CHLA,17.4,ppb
HYJUL21,09,7/19/2021,JUL,CHLA,5.1,ppb
HYJUL21,A4,7/19/2021,JUL,CHLA,13.1,ppb
HYJUL21,H6,7/20/2021,JUL,CHLA,3.6,ppb
HYJUL21,E1,7/20/2021,JUL,CHLA,3.1,ppb
HYJUL21,F2,7/20/2021,JUL,CHLA,3.6,ppb
HYJUL21,H4,7/20/2021,JUL,CHLA,2.5,ppb
HYJUL21,F3,7/20/2021,JUL,CHLA,3.9,ppb
HYJUL21,15,7/20/2021,JUL,CHLA,5,ppb
HYJUL21,J2,7/21/2021,JUL,CHLA,5.1,ppb
HYJUL21,H2,7/21/2021,JUL,CHLA,3.8,ppb
HYJUL21,I2,7/21/2021,JUL,CHLA,1.8,ppb
WQJUL22,K2,7/6/2022,JUL,CHLA,2.4,ppb
WQJUL22,M3,7/6/2022,JUL,CHLA,1.7,ppb
WQJUL22,J2,7/7/2022,JUL,CHLA,1.5,ppb
WQJUL22,I2,7/7/2022,JUL,CHLA,2,ppb
WQJUL22,H6,7/7/2022,JUL,CHLA,1.4,ppb
WQJUL22,E1,7/7/2022,JUL,CHLA,1.5,ppb
WQJUL22,D3,7/7/2022,JUL,CHLA,3.6,ppb
WQJUL22,C2,7/7/2022,JUL,CHLA,6.5,ppb
WQJUL22,C1,7/7/2022,JUL,CHLA,5.6,ppb
WQJUL22,B3,7/7/2022,JUL,CHLA,8.1,ppb
WQJUL22,A4,7/7/2022,JUL,CHLA,9.9,ppb
WQJUL22,09,7/7/2022,JUL,CHLA,1.5,ppb
WQJUL22,15,7/7/2022,JUL,CHLA,4.4,ppb
WQJUL22,F3,7/8/2022,JUL,CHLA,1.6,ppb
WQJUL22,H2,7/8/2022,JUL,CHLA,1.4,ppb
WQJUL22,F2,7/8/2022,JUL,CHLA,3.1,ppb
WQJUL22,H4,7/8/2022,JUL,CHLA,1.2,ppb
WQJUL23,H2,7/5/2023,JUL,CHLA,1.5,ppb
WQJUL23,H4,7/5/2023,JUL,CHLA,1.1,ppb
WQJUL23,H6,7/5/2023,JUL,CHLA,1.2,ppb
WQJUL23,I2,7/5/2023,JUL,CHLA,0.8,ppb
WQJUL23,J2,7/5/2023,JUL,CHLA,5.7,ppb
WQJUL23,K2,7/5/2023,JUL,CHLA,4.4,ppb
WQJUL23,M3,7/5/2023,JUL,CHLA,3,ppb
WQJUL23,09,7/6/2023,JUL,CHLA,3.1,ppb
WQJUL23,F3,7/7/2023,JUL,CHLA,1.5,ppb
WQJUL23,F2,7/7/2023,JUL,CHLA,2.5,ppb
WQJUL23,E1,7/7/2023,JUL,CHLA,2.4,ppb
WQJUL23,15,7/7/2023,JUL,CHLA,3.9,ppb
WQJUL23,C2,7/10/2023,JUL,CHLA,6.5,ppb
WQJUL23,C1,7/10/2023,JUL,CHLA,10.2,ppb
WQJUL23,B3,7/10/2023,JUL,CHLA,11.4,ppb
WQJUL23,A4,7/10/2023,JUL,CHLA,13.7,ppb
WQJUL23,D3,7/10/2023,JUL,CHLA,7.3,ppb
WQJUL24,M3,6/27/2024,JUL,CHLA,4.9,ppb
WQJUL24,K2,6/27/2024,JUL,CHLA,1.8,ppb
WQJUL24,I2,6/27/2024,JUL,CHLA,4.8,ppb
WQJUL24,J2,6/27/2024,JUL,CHLA,5.1,ppb
WQJUL24,H2,7/1/2024,JUL,CHLA,5.7,ppb
WQJUL24,09,7/2/2024,JUL,CHLA,5.1,ppb
WQJUL24,C2,7/2/2024,JUL,CHLA,4.1,ppb
WQJUL24,B3,7/2/2024,JUL,CHLA,6.4,ppb
WQJUL24,A4,7/2/2024,JUL,CHLA,19.1,ppb
WQJUL24,D3,7/2/2024,JUL,CHLA,4.7,ppb
WQJUL24,C1,7/2/2024,JUL,CHLA,8.5,ppb
WQJUL24,F3,7/3/2024,JUL,CHLA,5.9,ppb
WQJUL24,E1,7/3/2024,JUL,CHLA,3.6,ppb
WQJUL24,15,7/3/2024,JUL,CHLA,5,ppb
WQJUL24,H6,7/3/2024,JUL,CHLA,4.9,ppb
WQJUL24,H4,7/3/2024,JUL,CHLA,2.3,ppb
WQJUL24,F2,7/3/2024,JUL,CHLA,5.3,ppb
WQJUN03,H2,6/3/2003,JUN,CHLA,3.9,ug/L
WQJUN03,M3,6/3/2003,JUN,CHLA,2.4,ug/L
WQJUN03,K2,6/3/2003,JUN,CHLA,3.3,ug/L
WQJUN03,J2,6/3/2003,JUN,CHLA,2.3,ug/L
WQJUN03,I2,6/3/2003,JUN,CHLA,5.6,ug/L
WQJUN03,H4,6/4/2003,JUN,CHLA,3.5,ug/L
WQJUN03,F3,6/4/2003,JUN,CHLA,5.7,ug/L
WQJUN03,15,6/4/2003,JUN,CHLA,7.4,ug/L
WQJUN03,H6,6/4/2003,JUN,CHLA,6.6,ug/L
WQJUN03,A4,6/5/2003,JUN,CHLA,14.5,ug/L
WQJUN03,F2,6/5/2003,JUN,CHLA,4.9,ug/L
WQJUN03,E1,6/5/2003,JUN,CHLA,5.5,ug/L
WQJUN03,D3,6/5/2003,JUN,CHLA,8.2,ug/L
WQJUN03,C2,6/5/2003,JUN,CHLA,7.8,ug/L
WQJUN03,B3,6/5/2003,JUN,CHLA,13.9,ug/L
WQJUN03,09,6/5/2003,JUN,CHLA,4.2,ug/L
WQJUN03,C1,6/5/2003,JUN,CHLA,10.5,ug/L
WQJUN04,J2,6/1/2004,JUN,CHLA,3.398625,ug/L
WQJUN04,M3,6/1/2004,JUN,CHLA,1.9875,ug/L
WQJUN04,I2,6/1/2004,JUN,CHLA,4.392375,ug/L
WQJUN04,H2,6/1/2004,JUN,CHLA,3.796125,ug/L
WQJUN04,K2,6/1/2004,JUN,CHLA,3.597375,ug/L
WQJUN04,A4,6/2/2004,JUN,CHLA,19.11975,ug/L
WQJUN04,C1,6/2/2004,JUN,CHLA,10.2555,ug/L
WQJUN04,09,6/2/2004,JUN,CHLA,8.427,ug/L
WQJUN04,B3,6/2/2004,JUN,CHLA,8.54625,ug/L
WQJUN04,D3,6/2/2004,JUN,CHLA,4.789875,ug/L
WQJUN04,C2,6/2/2004,JUN,CHLA,11.66663,ug/L
WQJUN04,F2,6/3/2004,JUN,CHLA,8.70525,ug/L
WQJUN04,H4,6/3/2004,JUN,CHLA,4.09425,ug/L
WQJUN04,H6,6/3/2004,JUN,CHLA,3.557625,ug/L
WQJUN04,E1,6/3/2004,JUN,CHLA,4.511625,ug/L
WQJUN04,F3,6/3/2004,JUN,CHLA,7.155,ug/L
WQJUN04,15,6/3/2004,JUN,CHLA,4.591125,ug/L
WQJUN05,J2,6/6/2005,JUN,CHLA,2.1,ug/L
WQJUN05,K2,6/6/2005,JUN,CHLA,4.3,ug/L
WQJUN05,M3,6/6/2005,JUN,CHLA,1.9,ug/L
WQJUN05,I2,6/8/2005,JUN,CHLA,1.5,ug/L
WQJUN05,E1,6/8/2005,JUN,CHLA,1.8,ug/L
WQJUN05,H6,6/8/2005,JUN,CHLA,3.3,ug/L
WQJUN05,H2,6/8/2005,JUN,CHLA,3.8,ug/L
WQJUN05,F3,6/8/2005,JUN,CHLA,2.8,ug/L
WQJUN05,F2,6/8/2005,JUN,CHLA,9.3,ug/L
WQJUN05,15,6/8/2005,JUN,CHLA,5.7,ug/L
WQJUN05,H4,6/8/2005,JUN,CHLA,3.3,ug/L
WQJUN05,C2,6/9/2005,JUN,CHLA,5.6,ug/L
WQJUN05,C1,6/9/2005,JUN,CHLA,5.6,ug/L
WQJUN05,B3,6/9/2005,JUN,CHLA,9.5,ug/L
WQJUN05,A4,6/9/2005,JUN,CHLA,12.4,ug/L
WQJUN05,09,6/9/2005,JUN,CHLA,5.2,ug/L
WQJUN05,D3,6/9/2005,JUN,CHLA,7.5,ug/L
WQJUN06,I2,6/6/2006,JUN,CHLA,6.639797,ug/L
WQJUN06,M3,6/6/2006,JUN,CHLA,1.654964,ug/L
WQJUN06,K2,6/6/2006,JUN,CHLA,1.256178,ug/L
WQJUN06,J2,6/6/2006,JUN,CHLA,3.090596,ug/L
WQJUN06,H6,6/6/2006,JUN,CHLA,5.36368,ug/L
WQJUN06,H4,6/6/2006,JUN,CHLA,3.409625,ug/L
WQJUN06,H2,6/6/2006,JUN,CHLA,7.317734,ug/L
WQJUN06,D3,6/8/2006,JUN,CHLA,2.552234,ug/L
WQJUN06,09,6/8/2006,JUN,CHLA,7.277855,ug/L
WQJUN06,A4,6/8/2006,JUN,CHLA,28.19421,ug/L
WQJUN06,B3,6/8/2006,JUN,CHLA,4.46641,ug/L
WQJUN06,C1,6/8/2006,JUN,CHLA,2.711749,ug/L
WQJUN06,C2,6/8/2006,JUN,CHLA,6.221071,ug/L
WQJUN06,F3,6/9/2006,JUN,CHLA,1.854358,ug/L
WQJUN06,E1,6/9/2006,JUN,CHLA,7.297795,ug/L
WQJUN06,15,6/9/2006,JUN,CHLA,8.434337,ug/L
WQJUN06,F2,6/9/2006,JUN,CHLA,2.811445,ug/L
WQJUN07,I2,6/5/2007,JUN,CHLA,3.121792,ug/L
WQJUN07,H2,6/5/2007,JUN,CHLA,2.971085,ug/L
WQJUN07,H6,6/5/2007,JUN,CHLA,4,ug/L
WQJUN07,J2,6/5/2007,JUN,CHLA,3.466265,ug/L
WQJUN07,K2,6/5/2007,JUN,CHLA,3.76768,ug/L
WQJUN07,M3,6/5/2007,JUN,CHLA,2.949555,ug/L
WQJUN07,H4,6/5/2007,JUN,CHLA,3.853798,ug/L
WQJUN07,09,6/6/2007,JUN,CHLA,4.84416,ug/L
WQJUN07,C2,6/6/2007,JUN,CHLA,9.968204,ug/L
WQJUN07,C1,6/6/2007,JUN,CHLA,12.96082,ug/L
WQJUN07,D3,6/6/2007,JUN,CHLA,2.863437,ug/L
WQJUN07,B3,6/6/2007,JUN,CHLA,21.57266,ug/L
WQJUN07,A4,6/6/2007,JUN,CHLA,32.40205,ug/L
WQJUN07,F2,6/7/2007,JUN,CHLA,8.719487,ug/L
WQJUN07,E1,6/7/2007,JUN,CHLA,5.490048,ug/L
WQJUN07,F3,6/7/2007,JUN,CHLA,3.789209,ug/L
WQJUN07,15,6/7/2007,JUN,CHLA,7.083238,ug/L
WQJUN08,I2,6/2/2008,JUN,CHLA,3.7,ug/L
WQJUN08,K2,6/2/2008,JUN,CHLA,6.4,ug/L
WQJUN08,M3,6/2/2008,JUN,CHLA,3.9,ug/L
WQJUN08,H4,6/2/2008,JUN,CHLA,2.4,ug/L
WQJUN08,J2,6/2/2008,JUN,CHLA,2.5,ug/L
WQJUN08,H6,6/2/2008,JUN,CHLA,3,ug/L
WQJUN08,H2,6/2/2008,JUN,CHLA,3.9,ug/L
WQJUN08,C1,6/3/2008,JUN,CHLA,9.7,ug/L
WQJUN08,C2,6/3/2008,JUN,CHLA,13.4,ug/L
WQJUN08,B3,6/3/2008,JUN,CHLA,19.4,ug/L
WQJUN08,A4,6/3/2008,JUN,CHLA,18.8,ug/L
WQJUN08,09,6/3/2008,JUN,CHLA,7.4,ug/L
WQJUN08,D3,6/3/2008,JUN,CHLA,10.5,ug/L
WQJUN08,15,6/5/2008,JUN,CHLA,13,ug/L
WQJUN08,E1,6/5/2008,JUN,CHLA,4.5,ug/L
WQJUN08,F3,6/5/2008,JUN,CHLA,3.6,ug/L
WQJUN08,F2,6/5/2008,JUN,CHLA,5.3,ug/L
WQJUN09,H2,6/4/2009,JUN,CHLA,3.8,ug/L
WQJUN09,J2,6/4/2009,JUN,CHLA,2.4,ug/L
WQJUN09,K2,6/4/2009,JUN,CHLA,1.5,ug/L
WQJUN09,I2,6/4/2009,JUN,CHLA,5.5,ug/L
WQJUN09,H4,6/4/2009,JUN,CHLA,1.4,ug/L
WQJUN09,M3,6/4/2009,JUN,CHLA,1.5,ug/L
WQJUN09,H6,6/4/2009,JUN,CHLA,3.1,ug/L
WQJUN09,09,6/8/2009,JUN,CHLA,3.2,ug/L
WQJUN09,15,6/8/2009,JUN,CHLA,7.1,ug/L
WQJUN09,F3,6/8/2009,JUN,CHLA,4.2,ug/L
WQJUN09,E1,6/8/2009,JUN,CHLA,2.9,ug/L
WQJUN09,F2,6/8/2009,JUN,CHLA,3,ug/L
WQJUN09,C1,6/9/2009,JUN,CHLA,15.8,ug/L
WQJUN09,C2,6/9/2009,JUN,CHLA,15.4,ug/L
WQJUN09,A4,6/9/2009,JUN,CHLA,21.3,ug/L
WQJUN09,B3,6/9/2009,JUN,CHLA,44.1,ug/L
WQJUN09,D3,6/9/2009,JUN,CHLA,6.5,ug/L
WQJUN10,E1,5/27/2010,JUN,CHLA,1,ug/L
WQJUN10,09,5/27/2010,JUN,CHLA,5.4,ug/L
WQJUN10,15,5/27/2010,JUN,CHLA,2,ug/L
WQJUN10,A4,5/27/2010,JUN,CHLA,7,ug/L
WQJUN10,B3,5/27/2010,JUN,CHLA,12.2,ug/L
WQJUN10,C1,5/27/2010,JUN,CHLA,6.1,ug/L
WQJUN10,D3,5/27/2010,JUN,CHLA,4.6,ug/L
WQJUN10,C2,5/27/2010,JUN,CHLA,4.9,ug/L
WQJUN10,F3,6/3/2010,JUN,CHLA,0.7,ug/L
WQJUN10,H2,6/3/2010,JUN,CHLA,2.2,ug/L
WQJUN10,H4,6/3/2010,JUN,CHLA,1.5,ug/L
WQJUN10,H6,6/3/2010,JUN,CHLA,1.2,ug/L
WQJUN10,I2,6/3/2010,JUN,CHLA,1.7,ug/L
WQJUN10,F2,6/3/2010,JUN,CHLA,1.1,ug/L
WQJUN11,M3,5/31/2011,JUN,CHLA,1.9,ug/L
WQJUN11,K2,5/31/2011,JUN,CHLA,1.5,ug/L
WQJUN11,I2,5/31/2011,JUN,CHLA,2.1,ug/L
WQJUN11,H6,5/31/2011,JUN,CHLA,1.1,ug/L
WQJUN11,J2,5/31/2011,JUN,CHLA,2.2,ug/L
WQJUN11,D3,6/1/2011,JUN,CHLA,3.3,ug/L
WQJUN11,09,6/1/2011,JUN,CHLA,3.4,ug/L
WQJUN11,C2,6/1/2011,JUN,CHLA,2.3,ug/L
WQJUN11,A4,6/1/2011,JUN,CHLA,25.8,ug/L
WQJUN11,C1,6/1/2011,JUN,CHLA,3.1,ug/L
WQJUN11,B3,6/1/2011,JUN,CHLA,5.7,ug/L
WQJUN11,H4,6/6/2011,JUN,CHLA,0.2,ug/L
WQJUN11,E1,6/6/2011,JUN,CHLA,0.5,ug/L
WQJUN11,F2,6/6/2011,JUN,CHLA,0.5,ug/L
WQJUN11,15,6/6/2011,JUN,CHLA,0.7,ug/L
WQJUN11,H2,6/6/2011,JUN,CHLA,0.2,ug/L
WQJUN11,F3,6/6/2011,JUN,CHLA,0.6,ug/L
WQJUN12,M3,5/29/2012,JUN,CHLA,,ug/L
WQJUN12,H2,5/29/2012,JUN,CHLA,,ug/L
WQJUN12,I2,5/29/2012,JUN,CHLA,,ug/L
WQJUN12,J2,5/29/2012,JUN,CHLA,,ug/L
WQJUN12,K2,5/29/2012,JUN,CHLA,,ug/L
WQJUN12,C1,5/30/2012,JUN,CHLA,,ug/L
WQJUN12,D3,5/30/2012,JUN,CHLA,,ug/L
WQJUN12,C2,5/30/2012,JUN,CHLA,,ug/L
WQJUN12,B3,5/30/2012,JUN,CHLA,,ug/L
WQJUN12,A4,5/30/2012,JUN,CHLA,,ug/L
WQJUN12,09,5/30/2012,JUN,CHLA,,ug/L
WQJUN12,15,5/31/2012,JUN,CHLA,,ug/L
WQJUN12,H6,5/31/2012,JUN,CHLA,,ug/L
WQJUN12,E1,5/31/2012,JUN,CHLA,,ug/L
WQJUN12,F2,5/31/2012,JUN,CHLA,,ug/L
WQJUN12,F3,5/31/2012,JUN,CHLA,,ug/L
WQJUN12,H4,5/31/2012,JUN,CHLA,,ug/L
WQJUN13,K2,6/3/2013,JUN,CHLA,,ppb
WQJUN13,M3,6/3/2013,JUN,CHLA,,ppb
WQJUN13,H4,6/3/2013,JUN,CHLA,,ppb
WQJUN13,H6,6/3/2013,JUN,CHLA,,ppb
WQJUN13,I2,6/3/2013,JUN,CHLA,,ppb
WQJUN13,J2,6/3/2013,JUN,CHLA,,ppb
WQJUN13,H2,6/3/2013,JUN,CHLA,,ppb
WQJUN13,F3,6/4/2013,JUN,CHLA,,ppb
WQJUN13,E1,6/4/2013,JUN,CHLA,,ppb
WQJUN13,15,6/4/2013,JUN,CHLA,,ppb
WQJUN13,F2,6/4/2013,JUN,CHLA,,ppb
WQJUN13,C1,6/5/2013,JUN,CHLA,,ppb
WQJUN13,09,6/5/2013,JUN,CHLA,,ppb
WQJUN13,D3,6/5/2013,JUN,CHLA,,ppb
WQJUN13,A4,6/5/2013,JUN,CHLA,,ppb
WQJUN13,C2,6/5/2013,JUN,CHLA,,ppb
WQJUN13,B3,6/5/2013,JUN,CHLA,,ppb
WQJUN14,H2,6/2/2014,JUN,CHLA,1,ppb
WQJUN14,J2,6/2/2014,JUN,CHLA,1.4,ppb
WQJUN14,M3,6/2/2014,JUN,CHLA,0.7,ppb
WQJUN14,K2,6/2/2014,JUN,CHLA,1.9,ppb
WQJUN14,I2,6/2/2014,JUN,CHLA,1.5,ppb
WQJUN14,H6,6/2/2014,JUN,CHLA,0.7,ppb
WQJUN14,H4,6/2/2014,JUN,CHLA,0.8,ppb
WQJUN14,D3,6/3/2014,JUN,CHLA,1.3,ppb
WQJUN14,C1,6/3/2014,JUN,CHLA,2.2,ppb
WQJUN14,09,6/3/2014,JUN,CHLA,1.9,ppb
WQJUN14,A4,6/3/2014,JUN,CHLA,18.6,ppb
WQJUN14,B3,6/3/2014,JUN,CHLA,11.7,ppb
WQJUN14,C2,6/3/2014,JUN,CHLA,2.8,ppb
WQJUN14,F2,6/4/2014,JUN,CHLA,1.7,ppb
WQJUN14,E1,6/4/2014,JUN,CHLA,1.3,ppb
WQJUN14,15,6/4/2014,JUN,CHLA,1.9,ppb
WQJUN14,F3,6/4/2014,JUN,CHLA,0.8,ppb
WQJUN15,H2,5/28/2015,JUN,CHLA,0.6,ppb
WQJUN15,I2,5/28/2015,JUN,CHLA,0.9,ppb
WQJUN15,J2,5/28/2015,JUN,CHLA,0.6,ppb
WQJUN15,K2,5/28/2015,JUN,CHLA,1,ppb
WQJUN15,M3,5/28/2015,JUN,CHLA,0.8,ppb
WQJUN15,D3,5/29/2015,JUN,CHLA,1.4,ppb
WQJUN15,09,5/29/2015,JUN,CHLA,1,ppb
WQJUN15,A4,5/29/2015,JUN,CHLA,5.9,ppb
WQJUN15,B3,5/29/2015,JUN,CHLA,6.8,ppb
WQJUN15,C1,5/29/2015,JUN,CHLA,6.3,ppb
WQJUN15,C2,5/29/2015,JUN,CHLA,2.2,ppb
WQJUN15,F2,6/1/2015,JUN,CHLA,0.5,ppb
WQJUN15,E1,6/1/2015,JUN,CHLA,0.8,ppb
WQJUN15,F3,6/5/2015,JUN,CHLA,1.1,ppb
WQJUN15,15,6/5/2015,JUN,CHLA,4,ppb
WQJUN15,H4,6/5/2015,JUN,CHLA,0.6,ppb
WQJUN15,H6,6/5/2015,JUN,CHLA,1.2,ppb
WQJUN16,J2,6/8/2016,JUN,CHLA,4.9,ppb
WQJUN16,K2,6/8/2016,JUN,CHLA,4.4,ppb
WQJUN16,M3,6/8/2016,JUN,CHLA,1.6,ppb
WQJUN16,H2,6/8/2016,JUN,CHLA,3.7,ppb
WQJUN16,D3,6/10/2016,JUN,CHLA,5.8,ppb
WQJUN16,09,6/10/2016,JUN,CHLA,3.2,ppb
WQJUN16,B3,6/10/2016,JUN,CHLA,9.4,ppb
WQJUN16,C1,6/10/2016,JUN,CHLA,4.7,ppb
WQJUN16,C2,6/10/2016,JUN,CHLA,6.6,ppb
WQJUN16,A4,6/10/2016,JUN,CHLA,14.3,ppb
WQJUN16,F2,6/14/2016,JUN,CHLA,5.4,ppb
WQJUN16,F3,6/14/2016,JUN,CHLA,3.3,ppb
WQJUN16,15,6/14/2016,JUN,CHLA,3.6,ppb
WQJUN16,I2,6/14/2016,JUN,CHLA,2.7,ppb
WQJUN16,H6,6/14/2016,JUN,CHLA,2.5,ppb
WQJUN16,H4,6/14/2016,JUN,CHLA,2.4,ppb
WQJUN16,E1,6/14/2016,JUN,CHLA,2.7,ppb
WQJUN17,J2,6/5/2017,JUN,CHLA,2.3,ppb
WQJUN17,I2,6/5/2017,JUN,CHLA,4.4,ppb
WQJUN17,H2,6/5/2017,JUN,CHLA,3.4,ppb
WQJUN17,K2,6/5/2017,JUN,CHLA,3.5,ppb
WQJUN17,M3,6/5/2017,JUN,CHLA,2.4,ppb
WQJUN17,09,6/6/2017,JUN,CHLA,3.6,ppb
WQJUN17,D3,6/6/2017,JUN,CHLA,2.6,ppb
WQJUN17,E1,6/7/2017,JUN,CHLA,4,ppb
WQJUN17,F2,6/7/2017,JUN,CHLA,4,ppb
WQJUN17,C2,6/7/2017,JUN,CHLA,8.1,ppb
WQJUN17,A4,6/7/2017,JUN,CHLA,6.2,ppb
WQJUN17,B3,6/7/2017,JUN,CHLA,4.7,ppb
WQJUN17,C1,6/7/2017,JUN,CHLA,5.4,ppb
WQJUN17,H6,6/8/2017,JUN,CHLA,2.4,ppb
WQJUN17,H4,6/8/2017,JUN,CHLA,1.7,ppb
WQJUN17,F3,6/8/2017,JUN,CHLA,4.1,ppb
WQJUN17,15,6/8/2017,JUN,CHLA,3.9,ppb
WQJUN18,I2,5/30/2018,JUN,CHLA,1.7,ppb
WQJUN18,H4,5/30/2018,JUN,CHLA,1.5,ppb
WQJUN18,H2,5/30/2018,JUN,CHLA,1.9,ppb
WQJUN18,H6,5/30/2018,JUN,CHLA,1.6,ppb
WQJUN18,J2,5/30/2018,JUN,CHLA,1.9,ppb
WQJUN18,K2,5/30/2018,JUN,CHLA,1.6,ppb
WQJUN18,M3,5/30/2018,JUN,CHLA,1.2,ppb
WQJUN18,E1,6/1/2018,JUN,CHLA,,ppb
WQJUN18,F2,6/1/2018,JUN,CHLA,0.7,ppb
WQJUN18,15,6/1/2018,JUN,CHLA,5.4,ppb
WQJUN18,F3,6/1/2018,JUN,CHLA,6,ppb
WQJUN18,D3,6/5/2018,JUN,CHLA,6.3,ppb
WQJUN18,C2,6/5/2018,JUN,CHLA,8,ppb
WQJUN18,09,6/5/2018,JUN,CHLA,5.8,ppb
WQJUN18,A4,6/5/2018,JUN,CHLA,23.4,ppb
WQJUN18,B3,6/5/2018,JUN,CHLA,11.8,ppb
WQJUN18,C1,6/5/2018,JUN,CHLA,7.7,ppb
WQJUN19,H4,5/29/2019,JUN,CHLA,2.2,ppb
WQJUN19,H2,5/29/2019,JUN,CHLA,3.5,ppb
WQJUN19,M3,5/29/2019,JUN,CHLA,2.1,ppb
WQJUN19,H6,5/29/2019,JUN,CHLA,2.5,ppb
WQJUN19,I2,5/29/2019,JUN,CHLA,2,ppb
WQJUN19,J2,5/29/2019,JUN,CHLA,3.6,ppb
WQJUN19,K2,5/29/2019,JUN,CHLA,4.1,ppb
